,Dominant_Topic,Topic_Keywords,Num_Documents,Perc_Documents
989.0,2.0,"fuck, nigga, get, idiot, think, mass, say, year, do, really",,
990.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
991.0,4.0,"gay, sex_sex, use, go, think, porn, anal, give, edit, make",,
992.0,2.0,"fuck, nigga, get, idiot, think, mass, say, year, do, really",,
993.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
994.0,6.0,"image, page, use, delete, tag, thank, copyright, list, see, talk",,
995.0,6.0,"image, page, use, delete, tag, thank, copyright, list, see, talk",,
996.0,6.0,"image, page, use, delete, tag, thank, copyright, list, see, talk",,
997.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
998.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
999.0,0.0,"see, test, call, thank, make, think, dick, good, film, pay",,
1000.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
1001.0,7.0,"fuck, shit, go, penis, say, cunt, get, care, block, try",,
1002.0,0.0,"see, test, call, thank, make, think, dick, good, film, pay",,
1003.0,0.0,"see, test, call, thank, make, think, dick, good, film, pay",,
1004.0,1.0,"ball, thank, redirect, cucks_cuck, make, say, poop, get, go, lol",,
1005.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
1006.0,2.0,"fuck, nigga, get, idiot, think, mass, say, year, do, really",,
1007.0,6.0,"image, page, use, delete, tag, thank, copyright, list, see, talk",,
1008.0,1.0,"ball, thank, redirect, cucks_cuck, make, say, poop, get, go, lol",,
1009.0,6.0,"image, page, use, delete, tag, thank, copyright, list, see, talk",,
1010.0,1.0,"ball, thank, redirect, cucks_cuck, make, say, poop, get, go, lol",,
1011.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
1012.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
1013.0,6.0,"image, page, use, delete, tag, thank, copyright, list, see, talk",,
1014.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
1015.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
1016.0,0.0,"see, test, call, thank, make, think, dick, good, film, pay",,
1017.0,6.0,"image, page, use, delete, tag, thank, copyright, list, see, talk",,
1018.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
1019.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
1020.0,7.0,"fuck, shit, go, penis, say, cunt, get, care, block, try",,
1021.0,4.0,"gay, sex_sex, use, go, think, porn, anal, give, edit, make",,
1022.0,0.0,"see, test, call, thank, make, think, dick, good, film, pay",,
1023.0,6.0,"image, page, use, delete, tag, thank, copyright, list, see, talk",,
1024.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
1025.0,7.0,"fuck, shit, go, penis, say, cunt, get, care, block, try",,
1026.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
1027.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
1028.0,1.0,"ball, thank, redirect, cucks_cuck, make, say, poop, get, go, lol",,
1029.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
1030.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
1031.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
1032.0,1.0,"ball, thank, redirect, cucks_cuck, make, say, poop, get, go, lol",,
1033.0,2.0,"fuck, nigga, get, idiot, think, mass, say, year, do, really",,
1034.0,6.0,"image, page, use, delete, tag, thank, copyright, list, see, talk",,
1035.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
1036.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
1037.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
1038.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
1039.0,6.0,"image, page, use, delete, tag, thank, copyright, list, see, talk",,
1040.0,1.0,"ball, thank, redirect, cucks_cuck, make, say, poop, get, go, lol",,
1041.0,4.0,"gay, sex_sex, use, go, think, porn, anal, give, edit, make",,
1042.0,6.0,"image, page, use, delete, tag, thank, copyright, list, see, talk",,
1043.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
1044.0,4.0,"gay, sex_sex, use, go, think, porn, anal, give, edit, make",,
1045.0,7.0,"fuck, shit, go, penis, say, cunt, get, care, block, try",,
1046.0,1.0,"ball, thank, redirect, cucks_cuck, make, say, poop, get, go, lol",,
1047.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
1048.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
1049.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
1050.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
1051.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
1052.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
1053.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
1054.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
1055.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
1056.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
1057.0,4.0,"gay, sex_sex, use, go, think, porn, anal, give, edit, make",,
1058.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
1059.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
1060.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
1061.0,0.0,"see, test, call, thank, make, think, dick, good, film, pay",,
1062.0,2.0,"fuck, nigga, get, idiot, think, mass, say, year, do, really",,
1063.0,2.0,"fuck, nigga, get, idiot, think, mass, say, year, do, really",,
1064.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
1065.0,6.0,"image, page, use, delete, tag, thank, copyright, list, see, talk",,
1066.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
1067.0,6.0,"image, page, use, delete, tag, thank, copyright, list, see, talk",,
1068.0,4.0,"gay, sex_sex, use, go, think, porn, anal, give, edit, make",,
1069.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
1070.0,1.0,"ball, thank, redirect, cucks_cuck, make, say, poop, get, go, lol",,
1071.0,0.0,"see, test, call, thank, make, think, dick, good, film, pay",,
1072.0,0.0,"see, test, call, thank, make, think, dick, good, film, pay",,
1073.0,6.0,"image, page, use, delete, tag, thank, copyright, list, see, talk",,
1074.0,7.0,"fuck, shit, go, penis, say, cunt, get, care, block, try",,
1075.0,6.0,"image, page, use, delete, tag, thank, copyright, list, see, talk",,
1076.0,6.0,"image, page, use, delete, tag, thank, copyright, list, see, talk",,
1077.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
1078.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
1079.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
1080.0,2.0,"fuck, nigga, get, idiot, think, mass, say, year, do, really",,
1081.0,6.0,"image, page, use, delete, tag, thank, copyright, list, see, talk",,
1082.0,4.0,"gay, sex_sex, use, go, think, porn, anal, give, edit, make",,
1083.0,0.0,"see, test, call, thank, make, think, dick, good, film, pay",,
1084.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
1085.0,2.0,"fuck, nigga, get, idiot, think, mass, say, year, do, really",,
1086.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
1087.0,7.0,"fuck, shit, go, penis, say, cunt, get, care, block, try",,
1088.0,6.0,"image, page, use, delete, tag, thank, copyright, list, see, talk",,
1089.0,1.0,"ball, thank, redirect, cucks_cuck, make, say, poop, get, go, lol",,
1090.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
1091.0,0.0,"see, test, call, thank, make, think, dick, good, film, pay",,
1092.0,2.0,"fuck, nigga, get, idiot, think, mass, say, year, do, really",,
1093.0,4.0,"gay, sex_sex, use, go, think, porn, anal, give, edit, make",,
1094.0,7.0,"fuck, shit, go, penis, say, cunt, get, care, block, try",,
1095.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
1096.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
1097.0,4.0,"gay, sex_sex, use, go, think, porn, anal, give, edit, make",,
1098.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
1099.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
1100.0,0.0,"see, test, call, thank, make, think, dick, good, film, pay",,
1101.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
1102.0,6.0,"image, page, use, delete, tag, thank, copyright, list, see, talk",,
1103.0,6.0,"image, page, use, delete, tag, thank, copyright, list, see, talk",,
1104.0,4.0,"gay, sex_sex, use, go, think, porn, anal, give, edit, make",,
1105.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
1106.0,6.0,"image, page, use, delete, tag, thank, copyright, list, see, talk",,
1107.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
1108.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
1109.0,6.0,"image, page, use, delete, tag, thank, copyright, list, see, talk",,
1110.0,1.0,"ball, thank, redirect, cucks_cuck, make, say, poop, get, go, lol",,
1111.0,2.0,"fuck, nigga, get, idiot, think, mass, say, year, do, really",,
1112.0,2.0,"fuck, nigga, get, idiot, think, mass, say, year, do, really",,
1113.0,2.0,"fuck, nigga, get, idiot, think, mass, say, year, do, really",,
1114.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
1115.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
1116.0,7.0,"fuck, shit, go, penis, say, cunt, get, care, block, try",,
1117.0,6.0,"image, page, use, delete, tag, thank, copyright, list, see, talk",,
1118.0,0.0,"see, test, call, thank, make, think, dick, good, film, pay",,
1119.0,4.0,"gay, sex_sex, use, go, think, porn, anal, give, edit, make",,
1120.0,4.0,"gay, sex_sex, use, go, think, porn, anal, give, edit, make",,
1121.0,7.0,"fuck, shit, go, penis, say, cunt, get, care, block, try",,
1122.0,4.0,"gay, sex_sex, use, go, think, porn, anal, give, edit, make",,
1123.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
1124.0,4.0,"gay, sex_sex, use, go, think, porn, anal, give, edit, make",,
1125.0,6.0,"image, page, use, delete, tag, thank, copyright, list, see, talk",,
1126.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
1127.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
1128.0,7.0,"fuck, shit, go, penis, say, cunt, get, care, block, try",,
1129.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
1130.0,1.0,"ball, thank, redirect, cucks_cuck, make, say, poop, get, go, lol",,
1131.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
1132.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
1133.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
1134.0,6.0,"image, page, use, delete, tag, thank, copyright, list, see, talk",,
1135.0,7.0,"fuck, shit, go, penis, say, cunt, get, care, block, try",,
1136.0,6.0,"image, page, use, delete, tag, thank, copyright, list, see, talk",,
1137.0,6.0,"image, page, use, delete, tag, thank, copyright, list, see, talk",,
1138.0,1.0,"ball, thank, redirect, cucks_cuck, make, say, poop, get, go, lol",,
1139.0,6.0,"image, page, use, delete, tag, thank, copyright, list, see, talk",,
1140.0,2.0,"fuck, nigga, get, idiot, think, mass, say, year, do, really",,
1141.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
1142.0,6.0,"image, page, use, delete, tag, thank, copyright, list, see, talk",,
1143.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
1144.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
1145.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
1146.0,7.0,"fuck, shit, go, penis, say, cunt, get, care, block, try",,
1147.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
1148.0,1.0,"ball, thank, redirect, cucks_cuck, make, say, poop, get, go, lol",,
1149.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
1150.0,2.0,"fuck, nigga, get, idiot, think, mass, say, year, do, really",,
1151.0,2.0,"fuck, nigga, get, idiot, think, mass, say, year, do, really",,
1152.0,6.0,"image, page, use, delete, tag, thank, copyright, list, see, talk",,
1153.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
1154.0,4.0,"gay, sex_sex, use, go, think, porn, anal, give, edit, make",,
1155.0,1.0,"ball, thank, redirect, cucks_cuck, make, say, poop, get, go, lol",,
1156.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
1157.0,7.0,"fuck, shit, go, penis, say, cunt, get, care, block, try",,
1158.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
1159.0,2.0,"fuck, nigga, get, idiot, think, mass, say, year, do, really",,
1160.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
1161.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
1162.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
1163.0,6.0,"image, page, use, delete, tag, thank, copyright, list, see, talk",,
1164.0,0.0,"see, test, call, thank, make, think, dick, good, film, pay",,
1165.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
1166.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
1167.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
1168.0,7.0,"fuck, shit, go, penis, say, cunt, get, care, block, try",,
1169.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
1170.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
1171.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
1172.0,2.0,"fuck, nigga, get, idiot, think, mass, say, year, do, really",,
1173.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
1174.0,7.0,"fuck, shit, go, penis, say, cunt, get, care, block, try",,
1175.0,0.0,"see, test, call, thank, make, think, dick, good, film, pay",,
1176.0,2.0,"fuck, nigga, get, idiot, think, mass, say, year, do, really",,
1177.0,1.0,"ball, thank, redirect, cucks_cuck, make, say, poop, get, go, lol",,
1178.0,2.0,"fuck, nigga, get, idiot, think, mass, say, year, do, really",,
1179.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
1180.0,7.0,"fuck, shit, go, penis, say, cunt, get, care, block, try",,
1181.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
1182.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
1183.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
1184.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
1185.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
1186.0,0.0,"see, test, call, thank, make, think, dick, good, film, pay",,
1187.0,2.0,"fuck, nigga, get, idiot, think, mass, say, year, do, really",,
1188.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
